106  37.304  20.358   0.016   0.001  -0.030   0.001 325.267   0.001  -0.000   0.001   0.046   0.001
107  37.305  20.866   0.022   0.001  -0.016   0.001 261.440   0.001  -0.000   0.001   0.038   0.001
108  37.305  21.374   0.110   0.001  -0.037   0.001 254.236   0.001  -0.000   0.001   0.147   0.001
109  37.302  21.882   0.148   0.001  -0.042   0.001 -325.835   0.001  -0.000   0.001   0.191   0.001
110  37.297  22.389  -0.018   0.001  -0.070   0.001 -141.779   0.001  -0.000   0.001   0.052   0.001
111  37.290  22.897  -0.020   0.001  -0.043   0.001 -57.713   0.001  -0.000   0.001   0.023   0.001
112  37.281  23.404  -0.010   0.001  -0.035   0.001 -13.534   0.001  -0.000   0.001   0.024   0.001
113  37.270  23.911   0.002   0.001  -0.028   0.001 -56.817   0.001   0.000   0.001   0.029   0.001
114  37.256  24.418   0.000   0.001  -0.023   0.001 -104.214   0.001   0.000   0.001   0.023   0.001
115  37.240  24.924  -0.008   0.001  -0.017   0.001 292.965   0.001   0.000   0.001   0.008   0.001
116  37.223  25.430  -0.006   0.001  -0.037   0.001 252.525   0.001  -0.000   0.001   0.032   0.001
117  37.203  25.936  -0.005   0.001  -0.042   0.001 252.004   0.001  -0.000   0.001   0.037   0.001
118  37.180  26.441  -0.005   0.001  -0.044   0.001 250.974   0.001  -0.000   0.001   0.039   0.001
119  37.156  26.945  -0.005   0.001  -0.045   0.001 250.642   0.001  -0.000   0.001   0.040   0.001
120  37.130  27.449  -0.008   0.001  -0.045   0.001 250.264   0.001  -0.000   0.001   0.037   0.001
121  37.101  27.952  -0.015   0.001  -0.052   0.001 337.449   0.001  -0.000   0.001   0.036   0.001
122  37.070  28.454  -0.031   0.001  -0.049   0.001 356.341   0.001  -0.000   0.001   0.018   0.001
123  37.038  28.956  -0.022   0.001  -0.049   0.001 -341.899   0.001  -0.000   0.001   0.027   0.001
124  37.439  28.998  -0.007   0.001  -0.048   0.001 -290.252   0.001  -0.000   0.001   0.041   0.001
125  37.653  17.295  -0.002   0.001  -0.066   0.001 -242.381   0.001  -0.000   0.001   0.065   0.001
126  37.668  17.805  -0.002   0.001  -0.066   0.001 -246.203   0.001  -0.000   0.001   0.064   0.001
127  37.681  18.314  -0.001   0.001  -0.034   0.001 -293.970   0.001  -0.000   0.001   0.033   0.001
128  37.691  18.824   0.009   0.001  -0.066   0.001 -311.362   0.001  -0.000   0.001   0.075   0.001
129  37.699  19.334   0.007   0.001  -0.058   0.001 -315.265   0.001  -0.000   0.001   0.065   0.001
130  37.705  19.845   0.009   0.001  -0.045   0.001 -341.798   0.001  -0.000   0.001   0.055   0.001
131  37.709  20.355   0.123   0.001  -0.042   0.001 273.082   0.001  -0.000   0.001   0.165   0.001
132  37.711  20.866   0.110   0.001  -0.048   0.001 291.714   0.001  -0.000   0.001   0.158   0.001
133  37.711  21.376   0.111   0.001  -0.037   0.001 256.622   0.001  -0.000   0.001   0.148   0.001
134  37.708  21.887   0.107   0.001  -0.044   0.001 289.965   0.001  -0.000   0.001   0.151   0.001
135  37.703  22.397   0.015   0.001  -0.048   0.001 -285.671   0.001  -0.000   0.001   0.063   0.001
136  37.696  22.907  -0.007   0.001  -0.027   0.001 -245.802   0.001  -0.000   0.001   0.020   0.001
137  37.686  23.417  -0.014   0.001  -0.033   0.001 -191.605   0.001  -0.000   0.001   0.019   0.001
138  37.675  23.927  -0.008   0.001  -0.024   0.001 -72.945   0.001  -0.000   0.001   0.016   0.001
139  37.661  24.437   0.001   0.001  -0.022   0.001 -242.411   0.001   0.000   0.001   0.022   0.001
140  37.645  24.946   0.008   0.001  -0.022   0.001 -306.332   0.001   0.000   0.001   0.030   0.001
141  37.627  25.454  -0.001   0.001  -0.034   0.001 304.877   0.001   0.000   0.001   0.033   0.001
